,ID,age,sex
256,356,50.36435453912123,M
257,357,51.15177629560945,F
258,358,49.6167843740411,M
259,359,46.27186883008098,F
260,360,48.23078742022076,F
261,361,48.23913276989316,F
262,362,48.630489559058645,F
263,363,46.00931369011186,M
264,364,50.36435453912123,M
265,365,49.546676395151685,F
266,366,51.081606101881434,F
267,367,48.907245865559176,F
268,368,49.19789125860775,F
269,369,48.907245865559176,F
270,370,45.077921328361924,M
271,371,50.21414692712724,M
272,372,47.55038115667193,F
273,373,48.907245865559176,F
274,374,48.907245865559176,F
275,375,48.23078742022076,F
276,376,48.907245865559176,M
277,377,50.493891651809555,M
278,379,49.29257522740449,F
279,380,48.907245865559176,M
280,381,49.221176982845556,M
281,382,51.464918981525756,F
282,383,48.907245865559176,F
283,384,47.14704999174837,M
284,385,48.907245865559176,F
285,386,49.257117989574795,M
286,387,50.079006706600936,F
287,388,48.907245865559176,F
288,389,46.2469780948532,F
289,390,54.586184226092215,F
290,392,50.12276186264903,F
291,393,52.48447911088906,F
292,394,49.25545100440882,M
293,395,48.907245865559176,F
294,396,48.907245865559176,M
295,397,48.907245865559176,F
296,398,48.907245865559176,F
297,399,47.877375002857114,M
298,400,48.907245865559176,F
299,401,48.907245865559176,F
300,402,49.257117989574795,M
301,403,49.16790638449882,M
302,404,55.30399314947752,F
303,405,45.70395375025035,M
304,406,46.67687474783913,M
305,407,48.23078742022076,F
306,408,47.09991379006174,M
307,409,48.907245865559176,F
308,410,51.33007769626313,M
309,411,48.907245865559176,M
310,412,48.907245865559176,M
311,413,50.493891651809555,M
312,414,49.08585203886647,M
313,415,48.907245865559176,M
314,416,50.68211929924968,M
315,417,50.48516092223697,M
316,418,48.907245865559176,F
317,419,50.01448241510561,F
318,420,48.907245865559176,M
319,421,50.36435453912123,M
320,422,48.907245865559176,F
321,423,48.907245865559176,F
322,424,48.907245865559176,F
323,425,47.60202066625421,F
324,426,49.257117989574795,F
325,427,49.27274520193679,F
326,428,48.313479222484666,F
327,429,51.738513774399244,F
328,431,48.907245865559176,F
329,432,48.77270956862991,M
330,433,48.630489559058645,F
331,434,50.36435453912123,M
332,435,49.1363150408172,F
333,436,48.907245865559176,F
334,437,48.907245865559176,M
335,438,48.907245865559176,M
336,439,48.907245865559176,F
337,440,51.29606505566428,M
338,441,50.36435453912123,M
339,442,48.4795205882636,F
340,443,48.907245865559176,M
341,444,46.70883201385024,F
342,445,48.630489559058645,F
343,446,51.791392632726286,M
344,447,48.907245865559176,F
345,448,48.907245865559176,F
346,449,48.907245865559176,M
347,451,48.907245865559176,M
348,452,48.907245865559176,F
349,453,48.907245865559176,M
350,454,50.48516092223697,M
351,455,48.907245865559176,F
352,456,47.358217832149464,M
353,457,46.32522345218656,F
354,458,45.79647441654357,M
355,459,48.907245865559176,F
356,460,48.907245865559176,F
357,461,49.54609639745739,M
358,462,49.978317900588436,F
359,463,48.935258688291974,M
360,464,50.36435453912123,F
361,465,48.3750077960384,F
362,466,48.907245865559176,F
363,467,48.907245865559176,F
364,468,48.4795205882636,F
365,469,49.903161131511794,M
366,470,45.9059757840161,M
367,471,48.7102680283338,M
368,472,49.19789125860775,M
369,473,49.19956117515744,M
370,474,48.907245865559176,F
371,475,47.475233155792,F
372,476,50.17809395730784,F
373,477,48.907245865559176,M
374,478,50.01448241510561,F
375,480,49.978317900588436,F
376,481,48.907245865559176,F
377,482,48.907245865559176,M
378,483,48.907245865559176,M
379,484,47.14704999174837,M
380,485,48.907245865559176,F
381,486,47.45276176616428,F
382,487,48.907245865559176,F
383,488,48.61685352897289,F
384,489,48.23078742022076,F
385,490,49.164535810926665,F
386,491,48.907245865559176,M
387,492,49.257117989574795,F
388,493,50.68211929924968,M
389,494,48.40511500016716,M
390,495,46.61276623008717,F
391,496,47.14704999174837,F
392,497,48.907245865559176,F
393,498,48.907245865559176,F
394,500,49.465120247549464,M
395,501,48.907245865559176,F
396,502,48.23078742022076,F
397,503,49.86396417478569,M
398,504,47.55038115667193,F
399,505,50.030472415686795,F
400,506,49.19789125860775,F
401,507,48.907245865559176,F
402,508,47.2700325945266,F
403,509,48.907245865559176,F
404,510,48.907245865559176,F
405,511,48.907245865559176,F
406,512,51.8768009305777,F
407,513,45.57030465333963,M
408,514,48.23078742022076,F
409,515,45.17586584195624,M
410,516,48.907245865559176,F
411,517,48.77270956862991,F
412,518,49.950486849545946,F
413,519,48.907245865559176,M
414,520,48.907245865559176,F
415,521,48.363761478708206,F
416,522,48.907245865559176,F
417,523,48.907245865559176,F
418,524,48.907245865559176,F
419,525,51.83538668661102,M
420,526,47.55038115667193,F
421,527,47.58614681751255,M
422,528,48.907245865559176,F
423,529,48.23078742022076,M
424,530,48.907245865559176,F
425,531,48.907245865559176,F
426,532,48.907245865559176,M
427,533,48.907245865559176,F
428,534,48.907245865559176,F
429,535,51.29606505566428,M
430,536,48.907245865559176,M
431,537,48.196372546774086,M
432,539,48.59437632293609,M
433,541,48.907245865559176,M
434,542,47.502905043283135,M
435,543,48.907245865559176,F
436,544,50.36435453912123,M
437,545,50.44871624006637,M
438,546,47.651181092075134,M
439,547,53.61367340281175,M
440,548,47.98783367267598,F
441,549,48.41761892932628,F
442,550,46.91378831740051,F
443,551,48.98461155240355,F
444,552,47.877375002857114,F
445,553,48.907245865559176,F
446,554,48.907245865559176,F
447,555,48.82504998615228,F
448,556,51.74486843047093,F
449,557,42.89826790781167,F
450,558,48.907245865559176,F
451,559,47.14704999174837,F
452,560,50.32961864467543,F
453,561,48.907245865559176,F
454,562,47.420515657993235,F
455,563,48.907245865559176,M
456,564,50.36435453912123,M
457,565,45.95897619042655,F
458,566,48.907245865559176,M
459,567,48.907245865559176,M
460,568,46.87392271133351,M
461,569,46.74516794054586,M
462,570,48.907245865559176,F
463,571,48.61685352897289,F
464,572,49.978317900588436,F
465,573,49.19789125860775,F
466,574,50.77580631528554,F
467,575,48.907245865559176,M
468,576,48.907245865559176,F
469,577,49.19763603607286,M
470,578,51.65997270730379,M
471,579,50.815234957024344,M
472,580,48.907245865559176,M
473,581,47.42610706427703,M
474,582,48.907245865559176,M
475,584,50.36435453912123,M
476,585,52.27025506727208,M
477,586,48.40511500016716,F
478,587,49.19789125860775,F
479,588,48.907245865559176,M
480,589,48.70826432237485,F
481,590,50.36435453912123,M
482,591,51.167273590945,M
483,592,47.14704999174837,F
484,593,48.907245865559176,M
485,594,48.907245865559176,F
486,595,43.64803766401563,M
487,596,47.42610706427703,M
488,597,47.14704999174837,F
489,598,48.907245865559176,M
490,599,48.907245865559176,M
491,600,47.877375002857114,F
492,601,51.66634833195341,F
493,602,47.92853544809722,M
494,603,49.96827840271217,M
495,604,48.907245865559176,F
496,607,46.27186883008098,M
497,608,50.36435453912123,M
498,609,48.907245865559176,M
499,610,48.40511500016716,M
500,611,51.66634833195341,M
501,612,49.51684962192432,M
502,613,45.94939087795055,F
503,614,48.907245865559176,F
504,615,49.24764751844989,F
505,616,46.43617667296328,F
506,617,48.907245865559176,M
507,618,50.68211929924968,M
508,619,52.19002283664345,M
509,620,49.050010867187204,F
510,621,49.11839466427895,F
511,622,48.907245865559176,M
512,623,48.907245865559176,F
513,624,47.02379648493065,M
514,626,49.56377919268636,F
515,627,49.19789125860775,F
516,628,48.907245865559176,M
517,629,48.907245865559176,M
518,630,49.19789125860775,F
519,631,50.96079076731878,M
520,632,48.907245865559176,F
521,633,48.50790734959494,F
522,634,48.907245865559176,M
523,635,49.19789125860775,F
524,636,48.3750077960384,F
525,637,48.907245865559176,F
526,638,48.907245865559176,F
527,639,48.67196610103852,M
528,640,51.15177629560945,F
529,641,45.668330797377976,M
530,642,48.907245865559176,F
531,643,46.29055738538707,M
532,644,48.907245865559176,M
533,646,49.43587516589001,M
534,647,48.23078742022076,F
535,648,47.47745509602898,M
536,649,43.87265262979044,F
537,650,48.23078742022076,F
538,651,50.16332983061264,F
539,652,48.907245865559176,M
540,654,45.668330797377976,M
541,655,50.144783678178854,M
542,656,50.619580591233834,F
543,658,49.808471736399035,M
544,659,48.907245865559176,F
545,660,48.907245865559176,M
546,661,47.68692610321337,M
547,662,48.23078742022076,F
548,663,45.38616189034044,F
549,664,48.907245865559176,F
550,665,50.412879704694326,M
551,666,51.39170585726328,M
552,667,49.257117989574795,F
553,668,48.907245865559176,F
554,669,48.907245865559176,F
555,670,50.36435453912123,M
556,671,48.907245865559176,F
557,672,48.907245865559176,F
558,673,48.41761892932628,M
559,675,48.907245865559176,M
560,676,48.907245865559176,F
561,678,48.41761892932628,M
562,679,48.907245865559176,M
563,680,49.19789125860775,F
564,681,48.907245865559176,M
565,682,48.907245865559176,M
566,683,47.14704999174837,F
567,684,48.907245865559176,M
568,685,48.907245865559176,F
569,686,48.907245865559176,F
570,687,46.00931369011186,M
571,689,48.40511500016716,F
572,690,45.9059757840161,M
573,691,47.877375002857114,F
574,692,50.36435453912123,M
575,693,48.907245865559176,F
576,694,49.19789125860775,F
577,695,48.907245865559176,F
578,696,48.40511500016716,M
579,697,48.907245865559176,F
580,698,48.907245865559176,F
581,699,50.48516092223697,M
582,700,48.907245865559176,F
583,701,50.36435453912123,M
584,702,48.907245865559176,M
585,703,48.253065109503474,F
586,704,48.907245865559176,M
587,705,50.01448241510561,M
588,706,48.907245865559176,F
589,707,49.5458025907934,F
590,708,48.907245865559176,F
591,709,48.907245865559176,F
592,710,49.19763603607286,F
593,711,48.907245865559176,M
594,712,48.907245865559176,M
595,713,48.907245865559176,F
596,714,46.91477758692969,M
597,715,49.71796069682406,M
598,716,48.907245865559176,M
599,717,49.679778039588854,M
600,718,48.3750077960384,F
601,719,48.907245865559176,F
602,720,48.41761892932628,M
603,721,48.344895532977276,M
604,722,48.907245865559176,F
605,723,48.907245865559176,F
606,724,48.907245865559176,M
607,725,48.907245865559176,M
608,726,48.23078742022076,F
609,727,48.17284259534848,F
610,728,43.63551925067344,M
611,729,48.61437870216245,M
612,730,50.36435453912123,M
613,731,48.205878234447944,M
614,733,49.825277246507945,M
615,734,51.74486843047093,F
616,735,50.21414692712724,M
617,736,48.40511500016716,M
618,737,48.23078742022076,F
619,738,48.907245865559176,M
620,739,49.19789125860775,F
621,740,48.907245865559176,F
622,741,48.907245865559176,F
623,742,48.41761892932628,M
624,743,48.23078742022076,F
625,744,50.43601722751345,F
626,745,48.907245865559176,M
627,746,49.03917836566595,F
628,747,48.907245865559176,F
629,748,48.907245865559176,F
630,749,49.257117989574795,M
631,750,47.14704999174837,F
632,751,48.23078742022076,F
633,752,47.14704999174837,M
634,753,50.22541883375169,M
635,754,44.825382633221714,M
636,755,48.907245865559176,M
637,756,47.14704999174837,F
638,757,47.55038115667193,F
639,758,48.40511500016716,F
640,759,48.41761892932628,M
641,760,49.257117989574795,M
642,761,48.907245865559176,M
643,762,48.907245865559176,F
644,763,48.784116272888106,M
645,764,48.907245865559176,M
646,765,48.23078742022076,F
647,766,48.23078742022076,F
648,768,48.23078742022076,F
649,769,48.907245865559176,F
650,770,48.907245865559176,F
651,771,48.907245865559176,F
652,772,48.907245865559176,F
653,773,47.14704999174837,M
654,774,47.14704999174837,F
655,775,50.68211929924968,M
656,776,48.907245865559176,F
657,777,48.907245865559176,F
658,778,48.907245865559176,M
659,779,48.48587295437763,M
660,780,48.907245865559176,M
661,781,48.907245865559176,M
662,782,50.36435453912123,M
663,783,48.907245865559176,F
664,784,48.907245865559176,M
665,786,55.14020274246497,M
666,787,48.40511500016716,F
667,788,47.57332797681444,M
668,789,45.665911190466225,M
669,790,50.36435453912123,M
670,791,48.907245865559176,M
671,792,51.74486843047093,F
672,793,53.209998933302195,M
673,794,49.57050819414867,F
674,795,46.91378831740051,F
675,796,48.907245865559176,F
676,797,51.27284981954744,M
677,798,52.55535147564941,F
678,799,47.14704999174837,M
679,800,47.40482945979777,F
680,801,50.68211929924968,M
681,802,48.907245865559176,M
682,803,51.464918981525756,F
683,804,48.907245865559176,M
684,805,50.58064125646686,M
685,806,48.907245865559176,F
686,808,48.907245865559176,F
687,809,48.907245865559176,F
688,810,48.907245865559176,F
689,811,46.860643124193196,M
690,812,48.3750077960384,F
691,814,48.3750077960384,F
692,815,47.09991379006174,M
693,816,48.907245865559176,F
694,818,48.907245865559176,F
695,820,48.23078742022076,M
696,821,47.55038115667193,M
697,822,48.907245865559176,M
698,823,49.33894043136518,M
699,824,48.907245865559176,F
700,825,50.36435453912123,M
701,826,50.36435453912123,M
702,827,51.74486843047093,F
703,828,50.58064125646686,M
704,829,48.23078742022076,F
705,830,48.907245865559176,F
706,831,48.907245865559176,M
707,832,48.35492052474425,F
708,833,48.907245865559176,F
709,835,48.907245865559176,M
710,836,51.047453672700875,F
711,837,48.779008881358166,M
712,838,49.940404236505806,M
713,839,48.907245865559176,F
714,840,48.41761892932628,M
715,841,50.77555109275065,M
716,842,48.907245865559176,F
717,843,50.82083837343728,F
718,844,51.064825622391616,F
719,845,48.907245865559176,M
720,846,47.045972064007586,F
721,847,49.19789125860775,F
722,848,48.907245865559176,M
723,849,48.907245865559176,F
724,850,48.907245865559176,F
725,851,51.83538668661102,M
726,852,47.27162430820656,F
727,853,48.40511500016716,M
728,854,48.23078742022076,F
729,855,48.907245865559176,F
730,856,46.33051519618546,F
731,858,48.907245865559176,M
732,859,48.907245865559176,F
733,860,49.257117989574795,M
734,861,48.907245865559176,M
735,862,49.055382473752815,M
736,864,48.907245865559176,M
737,865,47.88538085980551,F
738,866,48.907245865559176,M
739,867,47.14704999174837,F
740,868,48.907245865559176,F
741,869,48.907245865559176,M
742,870,48.907245865559176,F
743,871,48.363761478708206,M
744,872,45.5336869103587,F
745,873,48.907245865559176,F
746,874,48.907245865559176,M
747,875,50.36435453912123,M
748,876,48.907245865559176,F
749,877,47.66413447725331,F
750,878,48.907245865559176,M
751,879,55.571350417518154,M
752,880,48.907245865559176,F
753,881,48.907245865559176,M
754,882,48.23078742022076,F
755,883,48.907245865559176,F
756,884,48.907245865559176,F
757,885,48.907245865559176,F
758,886,45.974009825886334,M
759,887,48.363761478708206,F
760,888,48.6283386781158,M
761,889,48.52310272981902,M
762,890,50.36435453912123,M
763,891,48.23078742022076,F
764,892,48.94742111578119,M
765,893,47.14704999174837,F
766,894,48.907245865559176,M
767,895,48.907245865559176,F
768,896,47.14704999174837,F
769,897,49.19956117515744,M
770,898,50.96078771727413,M
771,899,48.23078742022076,M
772,900,48.41761892932628,M
773,901,48.907245865559176,F
774,902,48.23078742022076,F
775,903,50.738703310300636,M
776,904,48.363761478708206,M
777,905,51.677496090247814,M
778,906,47.14704999174837,F
779,907,48.907245865559176,F
780,908,48.907245865559176,F
781,909,48.907245865559176,F
782,911,49.686650266641685,F
783,912,48.907245865559176,F
784,913,51.74486843047093,F
785,914,50.36435453912123,M
786,915,51.064825622391616,M
787,916,48.907245865559176,F
788,917,48.907245865559176,F
789,918,52.99955761837832,M
790,919,51.39170585726328,M
791,920,53.924466558673224,M
792,921,48.907245865559176,M
793,922,47.14704999174837,M
794,923,50.92387656170883,F
795,924,48.23913276989316,F
796,925,48.907245865559176,F
797,926,49.03917836566595,F
798,927,49.221176982845556,M
799,928,47.14704999174837,F
800,929,48.907245865559176,M
801,930,48.907245865559176,F
802,931,47.877375002857114,F
803,932,49.19956117515744,M
804,933,48.907245865559176,F
805,934,48.907245865559176,F
806,935,47.271443237429075,M
807,936,48.907245865559176,F
808,937,48.168020395905685,F
809,938,48.23078742022076,F
810,939,50.042546202409504,F
811,940,47.55038115667193,M
812,941,48.907245865559176,M
813,942,48.907245865559176,F
814,943,49.30401834131455,M
815,944,48.907245865559176,F
816,945,47.14704999174837,F
817,946,48.907245865559176,F
818,947,50.36435453912123,M
819,948,48.907245865559176,M
820,949,48.907245865559176,F
821,950,47.14704999174837,F
822,951,48.40511500016716,M
823,952,49.19789125860775,F
824,953,50.36435453912123,M
825,954,48.907245865559176,F
826,955,47.14704999174837,M
827,956,48.23078742022076,F
828,957,48.907245865559176,M
829,958,48.907245865559176,F
830,959,49.257117989574795,M
831,960,48.907245865559176,F
832,961,49.03917836566595,M
833,962,44.14577991020529,F
834,963,48.907245865559176,F
835,964,47.14704999174837,F
836,965,47.698549350699984,F
837,966,48.907245865559176,M
838,967,48.907245865559176,M
839,968,48.907245865559176,F
840,970,45.31883135278152,M
841,971,48.907245865559176,F
842,972,52.55535147564941,F
843,973,48.39869991051805,F
844,974,48.907245865559176,M
845,975,48.907245865559176,F
846,976,47.72388996448146,F
847,977,46.33600992358664,F
848,979,48.23078742022076,F
849,980,50.36435453912123,M
850,981,47.80767110203942,M
851,982,50.71322996545204,M
852,983,48.907245865559176,M
853,984,51.02812995972649,M
854,985,48.907245865559176,F
855,986,47.14704999174837,F
856,987,48.907245865559176,F
857,988,49.77444781843028,F
858,989,49.19789125860775,F
859,990,47.655767443946715,F
860,991,48.907245865559176,F
861,992,51.95415328366273,F
862,993,48.907245865559176,M
863,994,50.40316182898936,M
864,995,48.907245865559176,M
865,996,50.36435453912123,M
866,997,48.907245865559176,M
867,998,48.907245865559176,M
868,999,54.707620380567924,F
869,1000,49.19789125860775,F
870,1001,48.907245865559176,F
871,1002,48.907245865559176,M
872,1003,46.562514223129554,F
873,1004,51.738513774399244,F
874,1005,48.907245865559176,F
875,1006,47.241070083371014,F
876,1007,48.907245865559176,F
877,1008,48.784116272888106,F
878,1009,48.907245865559176,M
879,1010,51.74486843047093,F
880,1011,47.88538085980551,F
881,1012,48.907245865559176,F
882,1013,48.907245865559176,M
883,1014,47.14704999174837,F
884,1015,48.23078742022076,F
885,1016,48.907245865559176,F
886,1017,50.36435453912123,M
887,1018,48.907245865559176,F
888,1019,51.071632789346,M
889,1020,47.67839345967279,F
890,1021,48.907245865559176,M
891,1022,49.19789125860775,F
892,1023,48.23078742022076,F
893,1024,47.420515657993235,F
894,1025,48.23913276989316,F
895,1026,46.91378831740051,F
896,1027,50.493891651809555,M
897,1028,46.91378831740051,F
898,1029,45.841824792443404,F
899,1030,49.33894043136518,M
900,1031,48.4795205882636,F
901,1032,49.03917836566595,F
902,1033,48.907245865559176,M
903,1035,47.14704999174837,F
904,1036,50.36435453912123,F
905,1037,45.68645247717885,M
906,1038,44.14577991020529,F
907,1039,47.14704999174837,F
908,1040,48.907245865559176,F
909,1041,48.907245865559176,M
910,1043,47.4069655446364,M
911,1044,48.23078742022076,F
912,1045,48.907245865559176,F
913,1046,46.47059154640995,F
914,1047,48.907245865559176,M
915,1048,48.907245865559176,F
916,1049,48.907245865559176,F
917,1050,48.70025846542646,F
918,1051,47.15828677829163,F
919,1052,48.23078742022076,F
920,1053,48.907245865559176,F
921,1054,50.39241832642512,M
922,1055,48.907245865559176,F
923,1056,47.14704999174837,F
924,1057,48.907245865559176,F
925,1058,51.18955954193922,F
926,1059,48.363761478708206,F
927,1060,48.907245865559176,M
928,1061,47.14704999174837,F
929,1062,48.40511500016716,F
930,1063,48.907245865559176,M
931,1064,48.907245865559176,M
932,1065,47.14704999174837,F
933,1067,48.907245865559176,M
934,1068,48.907245865559176,M
935,1069,49.257117989574795,M
936,1070,49.16790638449882,M
937,1071,47.31623752340824,F
938,1072,47.14704999174837,M
939,1073,48.907245865559176,M
940,1074,48.907245865559176,M
941,1075,47.241070083371014,F
942,1076,49.38742542184868,M
943,1077,47.14704999174837,F
944,1078,47.58614681751255,M
945,1079,50.52970421892374,M
946,1080,48.3750077960384,F
947,1081,48.907245865559176,M
948,1082,48.907245865559176,F
949,1083,44.79725057153698,M
950,1084,48.907245865559176,M
951,1085,48.907245865559176,F
952,1086,47.14704999174837,M
953,1087,49.19956117515744,M
954,1088,45.890985218264326,M
955,1089,50.36435453912123,M
956,1090,47.88538085980551,F
957,1091,48.3750077960384,F
958,1092,49.03917836566595,F
959,1093,47.14704999174837,F
960,1094,48.907245865559176,M
961,1095,50.36435453912123,M
962,1096,48.907245865559176,F
963,1097,48.907245865559176,F
964,1098,51.8768009305777,F
965,1099,46.74516794054586,M
966,1100,48.907245865559176,F
967,1101,48.907245865559176,M
968,1102,47.14704999174837,F
969,1103,47.437898569364485,M
970,1104,48.907245865559176,F
971,1105,48.907245865559176,F
972,1106,49.34480390469974,M
973,1107,49.42085589781373,M
974,1108,48.907245865559176,F
975,1109,48.907245865559176,M
976,1110,50.36435453912123,M
977,1111,51.738513774399244,F
978,1112,48.3750077960384,M
979,1114,48.907245865559176,F
980,1116,48.907245865559176,F
981,1117,48.907245865559176,F
982,1118,48.907245865559176,F
983,1119,48.907245865559176,M
984,1120,48.907245865559176,F
985,1122,48.907245865559176,M
986,1123,48.43129088514692,M
987,1124,48.907245865559176,M
988,1125,48.907245865559176,F
989,1126,48.907245865559176,F
